city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Saugany Lake,Saugany Lake,IN,Indiana,18091,LaPorte,41.7213,-86.593,217,120.3,shape,FALSE,TRUE,America/Chicago,4,46371,1840001750
Milton,Milton,IL,Illinois,17149,Pike,39.5646,-90.6499,217,166.8,shape,FALSE,TRUE,America/Chicago,3,62352,1840012535
Nebo,Nebo,KY,Kentucky,21107,Hopkins,37.3832,-87.6416,217,95.2,shape,FALSE,TRUE,America/Chicago,3,42441,1840014369
Pease,Pease,MN,Minnesota,27095,Mille Lacs,45.6996,-93.6491,217,158.8,shape,FALSE,TRUE,America/Chicago,3,56363,1840008868
Lula,Lula,MS,Mississippi,28027,Coahoma,34.4545,-90.4779,217,200.7,shape,FALSE,TRUE,America/Chicago,3,38617 38644,1840016640
Vicco,Vicco,KY,Kentucky,21193,Perry,37.2161,-83.0609,217,99.6,shape,FALSE,TRUE,America/New_York,3,41773,1840015250
Thurman,Thurman,IA,Iowa,19071,Fremont,40.8201,-95.7488,217,148.4,shape,FALSE,TRUE,America/Chicago,3,51654,1840010364
Creswell,Creswell,NC,North Carolina,37187,Washington,35.8743,-76.4031,217,148,shape,FALSE,TRUE,America/New_York,3,27928,1840016241
Barkeyville,Barkeyville,PA,Pennsylvania,42121,Venango,41.1965,-79.9826,217,25.2,shape,FALSE,TRUE,America/New_York,3,16038 16127,1840003422
Elrosa,Elrosa,MN,Minnesota,27145,Stearns,45.563,-94.9473,217,365.8,shape,FALSE,TRUE,America/Chicago,3,56325,1840007778
Campbellton,Campbellton,FL,Florida,12063,Jackson,30.9505,-85.4025,217,32.3,shape,FALSE,TRUE,America/Chicago,3,32426 32440,1840015900
Shamrock Lakes,Shamrock Lakes,IN,Indiana,18009,Blackford,40.4117,-85.4262,217,250.9,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47348,1840010427
Conception Junction,Conception Junction,MO,Missouri,29147,Nodaway,40.2684,-94.6914,217,178.3,shape,FALSE,TRUE,America/Chicago,3,64434,1840009419
Hiltons,Hiltons,VA,Virginia,51169,Scott,36.6548,-82.4678,217,69.8,shape,FALSE,FALSE,America/New_York,3,24251 24258,1840115618
Elmo,Elmo,MO,Missouri,29147,Nodaway,40.5187,-95.117,217,117.6,shape,FALSE,TRUE,America/Chicago,3,64445,1840008348
Otter Lake,Otter Lake,IN,Indiana,18151,Steuben,41.6368,-85.1681,216,166.8,shape,FALSE,TRUE,America/Indiana/Indianapolis,4,46703,1840001306
Cementon,Cementon,NY,New York,36039,Greene,42.1356,-73.9193,216,211.4,shape,FALSE,FALSE,America/New_York,3,12414,1840083234
Mystic,Mystic,IA,Iowa,19007,Appanoose,40.7792,-92.9446,216,28.3,shape,FALSE,TRUE,America/Chicago,3,52574,1840008316
Sweet Water,Sweet Water,AL,Alabama,1091,Marengo,32.1046,-87.8619,216,35.4,shape,FALSE,TRUE,America/Chicago,3,36782,1840016997
Scotsdale,Scotsdale,MO,Missouri,29099,Jefferson,38.3917,-90.5907,216,143.8,shape,FALSE,TRUE,America/Chicago,3,63051,1840010805
Volga,Volga,IA,Iowa,19043,Clayton,42.8029,-91.5423,216,110.9,shape,FALSE,TRUE,America/Chicago,3,52077,1840010076
Utica,Utica,MN,Minnesota,27169,Winona,43.9772,-91.9494,216,84.5,shape,FALSE,TRUE,America/Chicago,3,55979,1840010033
Riverdale,Riverdale,MI,Michigan,26057,Gratiot,43.3828,-84.8392,216,120.9,shape,FALSE,FALSE,America/Detroit,3,48877,1840071203
New Holland,New Holland,IL,Illinois,17107,Logan,40.1835,-89.5825,216,322.1,shape,FALSE,TRUE,America/Chicago,3,62671,1840012311
Hancock,Hancock,IA,Iowa,19155,Pottawattamie,41.3924,-95.3636,216,115.4,shape,FALSE,TRUE,America/Chicago,3,51536,1840007122
West Leipsic,West Leipsic,OH,Ohio,39137,Putnam,41.1053,-84.0011,216,152.2,shape,FALSE,TRUE,America/New_York,3,45856,1840011761
Brownsville,Brownsville,OH,Ohio,39089,Licking,39.9437,-82.2516,216,93.6,shape,FALSE,FALSE,America/New_York,3,43721 43739 43760,1840026537
Eminence,Eminence,IN,Indiana,18109,Morgan,39.5214,-86.6414,216,79.6,point,FALSE,FALSE,America/Indiana/Indianapolis,4,46125 47456 46151,1840029938
Bolton Landing,Bolton Landing,NY,New York,36113,Warren,43.563,-73.6529,216,54.1,shape,FALSE,FALSE,America/New_York,3,12814,1840026146
Bowersville,Bowersville,OH,Ohio,39057,Greene,39.5808,-83.7234,216,414,shape,FALSE,TRUE,America/New_York,3,45307,1840012525
Missouri City,Missouri City,MO,Missouri,29047,Clay,39.2383,-94.3026,215,75.7,shape,FALSE,TRUE,America/Chicago,3,64072 64068,1840008499
Nerstrand,Nerstrand,MN,Minnesota,27131,Rice,44.3429,-93.0638,215,58.8,shape,FALSE,TRUE,America/Chicago,3,55053,1840007890
Union Center,Union Center,WI,Wisconsin,55057,Juneau,43.6826,-90.2634,215,100.7,shape,FALSE,TRUE,America/Chicago,3,53962 53968,1840002224
Linn Grove,Linn Grove,IA,Iowa,19021,Buena Vista,42.8928,-95.2424,215,148.7,shape,FALSE,TRUE,America/Chicago,3,51033,1840009073
Blue Ridge,Blue Ridge,IN,Indiana,18145,Shelby,39.5192,-85.6355,215,190,point,FALSE,FALSE,America/Indiana/Indianapolis,4,46176 46182,1840054330
Alpha,Alpha,MI,Michigan,26071,Iron,46.0441,-88.3776,215,87.9,shape,FALSE,TRUE,America/Menominee,3,49902 49920,1840009980
Magnolia,Magnolia,MN,Minnesota,27133,Rock,43.644,-96.0753,215,104,shape,FALSE,TRUE,America/Chicago,3,56158,1840008996
Horn Hill,Horn Hill,AL,Alabama,1039,Covington,31.2382,-86.3211,215,32.5,shape,FALSE,TRUE,America/Chicago,3,36467,1840017093
Adair,Adair,IL,Illinois,17109,McDonough,40.4183,-90.4974,215,193.2,shape,FALSE,FALSE,America/Chicago,3,61411,1840025539
Glidden,Glidden,WI,Wisconsin,55003,Ashland,46.1346,-90.5721,215,38.5,shape,FALSE,FALSE,America/Chicago,3,54527,1840026074
Watson,Watson,AR,Arkansas,5041,Desha,33.894,-91.2566,214,169.7,shape,FALSE,TRUE,America/Chicago,3,71674,1840015631
Coral,Coral,PA,Pennsylvania,42063,Indiana,40.502,-79.1746,214,646.9,shape,FALSE,FALSE,America/New_York,3,15748 15731,1840026401
Aurora,Aurora,IA,Iowa,19019,Buchanan,42.6194,-91.7295,214,156.2,shape,FALSE,TRUE,America/Chicago,3,50607,1840006943
Van,Van,WV,West Virginia,54005,Boone,37.9712,-81.7138,214,138.3,shape,FALSE,FALSE,America/New_York,3,25206,1840025689
South Haven,South Haven,MN,Minnesota,27171,Wright,45.2927,-94.2174,214,130.1,shape,FALSE,TRUE,America/Chicago,3,55382,1840008898
Oliver,Oliver,GA,Georgia,13251,Screven,32.5215,-81.533,214,89,shape,FALSE,TRUE,America/New_York,3,30449 30446,1840014863
Brussels,Brussels,IL,Illinois,17013,Calhoun,38.9483,-90.5887,214,147.6,shape,FALSE,TRUE,America/Chicago,3,62013,1840010664
Iona,Iona,MN,Minnesota,27101,Murray,43.9148,-95.7857,214,151.6,shape,FALSE,TRUE,America/Chicago,3,56141,1840007909
Fancy Gap,Fancy Gap,VA,Virginia,51035,Carroll,36.6771,-80.6997,214,20.4,shape,FALSE,FALSE,America/New_York,3,24328,1840006524
Tarsney Lakes,Tarsney Lakes,MO,Missouri,29095,Jackson,38.9506,-94.205,214,138.1,shape,FALSE,FALSE,America/Chicago,3,64075,1840076084
Ore Hill,Ore Hill,PA,Pennsylvania,42013,Blair,40.2924,-78.4032,214,121.5,shape,FALSE,FALSE,America/New_York,3,16673,1840100675
Prescott,Prescott,IA,Iowa,19003,Adams,41.0235,-94.613,213,190,shape,FALSE,TRUE,America/Chicago,3,50859,1840009347
Letona,Letona,AR,Arkansas,5145,White,35.3635,-91.8295,213,211.6,shape,FALSE,TRUE,America/Chicago,3,72085,1840016339
Ardencroft,Ardencroft,DE,Delaware,10003,New Castle,39.8056,-75.4862,213,971.7,shape,FALSE,TRUE,America/New_York,3,19810,1840005586
Templeton,Templeton,PA,Pennsylvania,42005,Armstrong,40.9185,-79.4603,213,177.8,shape,FALSE,FALSE,America/New_York,3,16259,1840026374
Wolf Summit,Wolf Summit,WV,West Virginia,54033,Harrison,39.2822,-80.462,213,217.1,shape,FALSE,FALSE,America/New_York,3,26426,1840025616
Sayner,Sayner,WI,Wisconsin,55125,Vilas,45.991,-89.5332,213,45,shape,FALSE,FALSE,America/Chicago,3,54560,1840025277
Galt,Galt,IL,Illinois,17195,Whiteside,41.7894,-89.7541,213,60,shape,FALSE,FALSE,America/Chicago,3,61037 61081,1840051235
New Hampton,New Hampton,MO,Missouri,29081,Harrison,40.2652,-94.1952,213,149.9,shape,FALSE,TRUE,America/Chicago,3,64471,1840008350
Karthaus,Karthaus,PA,Pennsylvania,42033,Clearfield,41.1211,-78.1198,212,128.5,shape,FALSE,TRUE,America/New_York,4,16845,1840035038
Cloud Lake,Cloud Lake,FL,Florida,12099,Palm Beach,26.6743,-80.0731,212,959,shape,FALSE,TRUE,America/New_York,3,33406,1840017263
West Rushville,West Rushville,OH,Ohio,39045,Fairfield,39.7641,-82.4486,212,239.1,shape,FALSE,TRUE,America/New_York,3,43150,1840012476
De Tour Village,De Tour Village,MI,Michigan,26033,Chippewa,45.9891,-83.9146,212,23.2,shape,FALSE,TRUE,America/Detroit,3,49725,1840013136
Cainsville,Cainsville,MO,Missouri,29081,Harrison,40.4398,-93.7747,212,59.7,shape,FALSE,TRUE,America/Chicago,3,64632,1840007229
Waterloo,Waterloo,SC,South Carolina,45059,Laurens,34.3561,-82.0572,212,45.9,shape,FALSE,TRUE,America/New_York,3,29384,1840016595
Surry,Surry,VA,Virginia,51181,Surry,37.1372,-76.8333,212,99,shape,FALSE,TRUE,America/New_York,3,23883,1840006472
Sallis,Sallis,MS,Mississippi,28007,Attala,33.0215,-89.7647,212,199.1,shape,FALSE,TRUE,America/Chicago,3,39160,1840018045
Thayer,Thayer,IN,Indiana,18111,Newton,41.1734,-87.3336,212,132.7,point,FALSE,FALSE,America/Chicago,4,46381,1840055753
Sebastopol,Sebastopol,MS,Mississippi,28123,Scott,32.5679,-89.334,212,52.2,shape,FALSE,TRUE,America/Chicago,3,39189 39359,1840018090
Union,Union,AL,Alabama,1063,Greene,32.9938,-87.9071,212,99.7,shape,FALSE,TRUE,America/Chicago,3,35462,1840016909
Elk Garden,Elk Garden,WV,West Virginia,54057,Mineral,39.3862,-79.1556,212,280.1,shape,FALSE,TRUE,America/New_York,3,26717,1840005721
Blodgett Mills,Blodgett Mills,NY,New York,36023,Cortland,42.5665,-76.1329,212,37.7,shape,FALSE,FALSE,America/New_York,3,13738 13045,1840025482
Wolcott,Wolcott,VT,Vermont,50015,Lamoille,44.5476,-72.4617,212,91.9,shape,FALSE,FALSE,America/New_York,3,5680,1840152981
Glendale,Glendale,SC,South Carolina,45083,Spartanburg,34.9452,-81.8364,211,476.8,shape,FALSE,FALSE,America/New_York,3,29346,1840026962
Haleburg,Haleburg,AL,Alabama,1067,Henry,31.4099,-85.1381,211,21.2,shape,FALSE,TRUE,America/Chicago,3,36319,1840017072
Centerville,Centerville,AR,Arkansas,5149,Yell,35.1157,-93.1714,211,25.8,shape,FALSE,FALSE,America/Chicago,3,72829 72834,1840143155
Conesville,Conesville,OH,Ohio,39031,Coshocton,40.1851,-81.8921,211,270.5,shape,FALSE,TRUE,America/New_York,3,43811,1840012197
Clifton,Clifton,WV,West Virginia,54053,Mason,39.0041,-82.0393,211,258.7,shape,FALSE,FALSE,America/New_York,3,25260,1840122181
Longview,Longview,MS,Mississippi,28105,Oktibbeha,33.4027,-88.9256,211,48.9,shape,FALSE,FALSE,America/Chicago,3,39759,1840146439
Malta Bend,Malta Bend,MO,Missouri,29195,Saline,39.194,-93.3635,211,291.6,shape,FALSE,TRUE,America/Chicago,3,65339,1840009615
Lonsdale,Lonsdale,AR,Arkansas,5051,Garland,34.545,-92.8106,211,201.8,shape,FALSE,TRUE,America/Chicago,3,72087,1840016597
Indian Beach,Indian Beach,NC,North Carolina,37031,Carteret,34.6882,-76.8879,211,143.1,shape,FALSE,TRUE,America/New_York,3,28575 28512,1840016481
Utica,Utica,MO,Missouri,29117,Livingston,39.7456,-93.6286,211,94.9,shape,FALSE,TRUE,America/Chicago,3,64686,1840012460
Center Ridge,Center Ridge,AR,Arkansas,5029,Conway,35.3796,-92.5694,211,8.6,shape,FALSE,FALSE,America/Chicago,3,72027,1840025825
Smithtown,Smithtown,NC,North Carolina,37197,Yadkin,36.2326,-80.5711,211,60.8,shape,FALSE,FALSE,America/New_York,4,27018,1840151018
Stokes,Stokes,NC,North Carolina,37147,Pitt,35.7106,-77.2677,210,18.3,shape,FALSE,FALSE,America/New_York,3,27884,1840024931
Boardman,Boardman,NC,North Carolina,37047,Columbus,34.4365,-78.9468,210,26.3,shape,FALSE,TRUE,America/New_York,3,28438,1840015567
Newbern,Newbern,IN,Indiana,18005,Bartholomew,39.2353,-85.7508,210,81.5,point,FALSE,FALSE,America/Indiana/Indianapolis,4,47203 47246,1840055278
Cave-In-Rock,Cave-In-Rock,IL,Illinois,17069,Hardin,37.4708,-88.1659,210,304.1,shape,FALSE,TRUE,America/Chicago,3,62919,1840029873
Thawville,Thawville,IL,Illinois,17075,Iroquois,40.673,-88.1137,210,174.8,shape,FALSE,TRUE,America/Chicago,3,60968,1840011867
Kingsbury,Kingsbury,IN,Indiana,18091,LaPorte,41.5302,-86.6972,210,136.8,shape,FALSE,TRUE,America/Chicago,3,46350 46345,1840010200
Mier,Mier,IN,Indiana,18053,Grant,40.5748,-85.8233,210,33.9,shape,FALSE,FALSE,America/Indiana/Indianapolis,3,46919,1840024293
Wynnedale,Wynnedale,IN,Indiana,18097,Marion,39.8325,-86.2002,210,639.8,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46228,1840010577
Brunsville,Brunsville,IA,Iowa,19149,Plymouth,42.811,-96.2664,210,53.3,shape,FALSE,TRUE,America/Chicago,3,51008,1840006894
Brandt,Brandt,OH,Ohio,39109,Miami,39.9027,-84.0908,210,83.8,shape,FALSE,FALSE,America/New_York,3,45344 45371,1840092997
Stockport,Stockport,IA,Iowa,19177,Van Buren,40.8573,-91.8334,210,79,shape,FALSE,TRUE,America/Chicago,3,52651,1840009389
Okabena,Okabena,MN,Minnesota,27063,Jackson,43.7393,-95.3187,210,117.3,shape,FALSE,TRUE,America/Chicago,3,56161,1840007941
Bentonia,Bentonia,MS,Mississippi,28163,Yazoo,32.6437,-90.3692,210,56.9,shape,FALSE,TRUE,America/Chicago,3,39040,1840015765
Summertown,Summertown,GA,Georgia,13107,Emanuel,32.7458,-82.2763,210,103.1,shape,FALSE,TRUE,America/New_York,3,30441,1840015786
Big Creek,Big Creek,WV,West Virginia,54045,Logan,38.0054,-82.0361,210,139.5,shape,FALSE,FALSE,America/New_York,3,25505,1840025701
Alford,Alford,IN,Indiana,18125,Pike,38.4914,-87.2428,210,120,point,FALSE,FALSE,America/Indiana/Petersburg,4,47567,1840054196
Ursina,Ursina,PA,Pennsylvania,42111,Somerset,39.8153,-79.3325,209,89.7,shape,FALSE,TRUE,America/New_York,3,15424 15485,1840003749
Climax,Climax,MN,Minnesota,27119,Polk,47.6095,-96.8122,209,86,shape,FALSE,TRUE,America/Chicago,3,56523,1840006603
Hume,Hume,MO,Missouri,29013,Bates,38.0906,-94.5827,209,121.9,shape,FALSE,TRUE,America/Chicago,3,64752,1840010807
Vandemere,Vandemere,NC,North Carolina,37137,Pamlico,35.1887,-76.665,209,53,shape,FALSE,TRUE,America/New_York,3,28587,1840016426
Ellenboro,Ellenboro,WV,West Virginia,54085,Ritchie,39.2678,-81.0551,209,71.7,shape,FALSE,TRUE,America/New_York,3,26346,1840005790
Ivesdale,Ivesdale,IL,Illinois,17019,Champaign,39.9458,-88.4558,209,112.7,shape,FALSE,TRUE,America/Chicago,3,61851,1840012221
Caledonia,Caledonia,MO,Missouri,29221,Washington,37.7649,-90.7722,209,142.5,shape,FALSE,TRUE,America/Chicago,3,63631,1840010825
Dunmor,Dunmor,KY,Kentucky,21177,Muhlenberg,37.0753,-86.9951,209,31.1,shape,FALSE,FALSE,America/Chicago,3,42256 42339,1840026861
Montpelier,Montpelier,IA,Iowa,19139,Muscatine,41.4614,-90.8114,209,164.7,shape,FALSE,FALSE,America/Chicago,3,52759 52761 52726,1840057451
Coatsburg,Coatsburg,IL,Illinois,17001,Adams,40.0327,-91.1604,209,112.9,shape,FALSE,TRUE,America/Chicago,3,62325,1840012366
Groveland,Groveland,IN,Indiana,18133,Putnam,39.7606,-86.72,209,72.8,point,FALSE,FALSE,America/Indiana/Indianapolis,4,46121 46105,1840054823
Trego-Rohrersville Station,Trego-Rohrersville Station,MD,Maryland,24043,Washington,39.4291,-77.6748,209,189.2,shape,FALSE,TRUE,America/New_York,4,21756,1840039564
Barnesville,Barnesville,MD,Maryland,24031,Montgomery,39.2212,-77.3799,208,164.2,shape,FALSE,TRUE,America/New_York,3,20838,1840005851
Coahoma,Coahoma,MS,Mississippi,28027,Coahoma,34.3664,-90.522,208,185.4,shape,FALSE,TRUE,America/Chicago,3,38617,1840016642
Somerville,Somerville,OH,Ohio,39017,Butler,39.5639,-84.6391,208,409.8,shape,FALSE,FALSE,America/New_York,3,45064,1840012610
Reeds,Reeds,MO,Missouri,29097,Jasper,37.1165,-94.1682,208,99.1,shape,FALSE,TRUE,America/Chicago,3,64859,1840010875
Ocoee,Ocoee,TN,Tennessee,47139,Polk,35.1235,-84.7167,208,86.1,shape,FALSE,FALSE,America/New_York,3,37361,1840036135
West Charlotte,West Charlotte,VT,Vermont,50007,Chittenden,44.3099,-73.2546,208,115.1,shape,FALSE,FALSE,America/New_York,3,5445,1840144148
Beaverton,Beaverton,AL,Alabama,1075,Lamar,33.9354,-88.0218,208,17.5,shape,FALSE,TRUE,America/Chicago,3,35544,1840015635
Little York,Little York,IN,Indiana,18175,Washington,38.6993,-85.9045,208,82,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47170,1840009792
Breaks,Breaks,VA,Virginia,51027,Buchanan,37.3004,-82.2758,208,60.4,shape,FALSE,FALSE,America/New_York,3,24607,1840117558
Richview,Richview,IL,Illinois,17189,Washington,38.3758,-89.1803,208,69.9,shape,FALSE,TRUE,America/Chicago,3,62877,1840012903
McKee,McKee,PA,Pennsylvania,42013,Blair,40.3605,-78.4211,208,320.6,shape,FALSE,FALSE,America/New_York,3,16637 16648,1840100318
Cleveland,Cleveland,IL,Illinois,17073,Henry,41.5032,-90.3171,208,130.8,shape,FALSE,TRUE,America/Chicago,3,61241,1840010244
Landingville,Landingville,PA,Pennsylvania,42107,Schuylkill,40.6256,-76.1235,208,93.6,shape,FALSE,TRUE,America/New_York,3,17972,1840002762
Abney Crossroads,Abney Crossroads,SC,South Carolina,45055,Kershaw,34.5063,-80.5107,208,176.5,shape,FALSE,FALSE,America/New_York,3,29067,1840106248
Mount Gretna,Mount Gretna,PA,Pennsylvania,42075,Lebanon,40.2455,-76.4716,208,545.1,shape,FALSE,TRUE,America/New_York,3,17064,1840001348
East Smithfield,East Smithfield,PA,Pennsylvania,42015,Bradford,41.8645,-76.6255,208,53.7,point,FALSE,FALSE,America/New_York,4,18850 18817 18831,1840034940
Brinson,Brinson,GA,Georgia,13087,Decatur,30.9784,-84.7379,207,39.2,shape,FALSE,TRUE,America/New_York,3,39825,1840015890
Blackwater,Blackwater,MO,Missouri,29053,Cooper,38.9793,-92.992,207,171.4,shape,FALSE,TRUE,America/Chicago,3,65322,1840007419
Mendota,Mendota,MN,Minnesota,27037,Dakota,44.8876,-93.1609,207,370.8,shape,FALSE,TRUE,America/Chicago,3,55150,1840007854
Amesville,Amesville,OH,Ohio,39009,Athens,39.4015,-81.9548,207,198.4,shape,FALSE,TRUE,America/New_York,3,45711,1840010640
Fishing Creek,Fishing Creek,MD,Maryland,24019,Dorchester,38.3358,-76.2238,207,75.7,shape,FALSE,FALSE,America/New_York,3,21622 21634,1840024642
Tenstrike,Tenstrike,MN,Minnesota,27007,Beltrami,47.6603,-94.6843,207,24.2,shape,FALSE,TRUE,America/Chicago,3,56683 56647,1840008823
Canal Point,Canal Point,FL,Florida,12099,Palm Beach,26.8626,-80.6222,207,57.4,shape,FALSE,FALSE,America/New_York,3,33438,1840014202
Dodge,Dodge,WI,Wisconsin,55121,Trempealeau,44.1344,-91.5493,207,171.5,shape,FALSE,FALSE,America/Chicago,3,54625,1840025361
Millfield,Millfield,OH,Ohio,39009,Athens,39.434,-82.0949,207,140.9,shape,FALSE,FALSE,America/New_York,3,45761,1840026649
Emmett,Emmett,MI,Michigan,26147,St. Clair,42.9934,-82.7653,207,53.3,shape,FALSE,TRUE,America/Detroit,3,48022,1840013155
Salisbury Center,Salisbury Center,NY,New York,36043,Herkimer,43.1423,-74.7828,207,87.4,shape,FALSE,FALSE,America/New_York,3,13454 13329,1840085193
Cable,Cable,WI,Wisconsin,55007,Bayfield,46.2011,-91.2937,207,73.3,shape,FALSE,FALSE,America/Chicago,3,54821,1840026066
New London,New London,IN,Indiana,18067,Howard,40.4434,-86.2714,207,229.5,point,FALSE,FALSE,America/Indiana/Indianapolis,4,46979,1840055266
Joice,Joice,IA,Iowa,19195,Worth,43.3642,-93.4573,207,74.8,shape,FALSE,TRUE,America/Chicago,3,50446,1840007966
Hobgood,Hobgood,NC,North Carolina,37083,Halifax,36.0267,-77.394,207,77.3,shape,FALSE,TRUE,America/New_York,3,27843,1840016061
Bowling Green,Bowling Green,IN,Indiana,18021,Clay,39.3831,-87.0117,207,160.9,point,FALSE,FALSE,America/Indiana/Indianapolis,4,47833,1840054347
Rhoadesville,Rhoadesville,VA,Virginia,51137,Orange,38.2735,-77.9283,207,77.3,point,FALSE,FALSE,America/New_York,4,22542 22567,1840119331
Elcho,Elcho,WI,Wisconsin,55067,Langlade,45.4354,-89.1861,207,69.1,shape,FALSE,FALSE,America/Chicago,3,54428,1840025302
Mount Hermon,Mount Hermon,NJ,New Jersey,34041,Warren,40.9227,-74.9961,207,85.7,shape,FALSE,FALSE,America/New_York,3,7825,1840033356
Casa,Casa,AR,Arkansas,5105,Perry,35.0253,-93.0448,206,71.1,shape,FALSE,TRUE,America/Chicago,3,72025,1840016489
Broughton,Broughton,IL,Illinois,17065,Hamilton,37.9345,-88.4624,206,42.1,shape,FALSE,TRUE,America/Chicago,3,62817,1840010819
Long Creek,Long Creek,NC,North Carolina,37141,Pender,34.4382,-78.0161,206,39.5,shape,FALSE,FALSE,America/New_York,3,28457,1840088474
Farmers,Farmers,KY,Kentucky,21205,Rowan,38.1413,-83.5404,206,79.9,shape,FALSE,FALSE,America/New_York,3,40351 40319,1840026761
Ethel,Ethel,MS,Mississippi,28007,Attala,33.122,-89.465,206,136.3,shape,FALSE,TRUE,America/Chicago,3,39067,1840016893
Perry,Perry,IL,Illinois,17149,Pike,39.7821,-90.7474,206,285.7,shape,FALSE,TRUE,America/Chicago,3,62362,1840012539
Lupton,Lupton,MI,Michigan,26129,Ogemaw,44.4297,-84.0225,206,24.6,shape,FALSE,FALSE,America/Detroit,3,48635,1840025370
Lowndesville,Lowndesville,SC,South Carolina,45001,Abbeville,34.2099,-82.6476,206,102.7,shape,FALSE,TRUE,America/New_York,3,29655 29659,1840016666
Julian,Julian,PA,Pennsylvania,42027,Centre,40.8616,-77.9426,206,117.6,shape,FALSE,FALSE,America/New_York,3,16844,1840005163
Northwood,Northwood,PA,Pennsylvania,42013,Blair,40.6864,-78.2272,206,150.5,shape,FALSE,FALSE,America/New_York,3,16686,1840026418
Stewartsville,Stewartsville,IN,Indiana,18129,Posey,38.1848,-87.8328,206,70.6,point,FALSE,FALSE,America/Chicago,4,47633,1840055690
Lakeline,Lakeline,OH,Ohio,39085,Lake,41.6596,-81.4543,206,1400.9,shape,FALSE,TRUE,America/New_York,3,44095,1840000537
Kingston,Kingston,MN,Minnesota,27093,Meeker,45.1959,-94.311,206,143.6,shape,FALSE,TRUE,America/Chicago,3,55325,1840007807
Taneyville,Taneyville,MO,Missouri,29213,Taney,36.7377,-93.0354,206,175.2,shape,FALSE,TRUE,America/Chicago,3,65759,1840013059
Maurice,Maurice,IA,Iowa,19167,Sioux,42.9664,-96.1824,206,132.2,shape,FALSE,TRUE,America/Chicago,3,51036,1840007983
Montour,Montour,IA,Iowa,19171,Tama,41.9803,-92.7151,206,174.1,shape,FALSE,TRUE,America/Chicago,3,50173,1840008105
Wren,Wren,OH,Ohio,39161,Van Wert,40.8008,-84.7747,206,128.2,shape,FALSE,TRUE,America/New_York,3,45899,1840011906
Anchor,Anchor,IL,Illinois,17113,McLean,40.5681,-88.5385,206,172.8,shape,FALSE,TRUE,America/Chicago,3,61720,1840010376
Central Pacolet,Central Pacolet,SC,South Carolina,45083,Spartanburg,34.9096,-81.7527,206,166.8,shape,FALSE,TRUE,America/New_York,3,29372,1840016462
Hissop,Hissop,AL,Alabama,1037,Coosa,32.8815,-86.1285,206,7.3,shape,FALSE,FALSE,America/Chicago,3,35089 35136,1840023019
Nashport,Nashport,OH,Ohio,39119,Muskingum,40.068,-82.1735,206,31.9,shape,FALSE,FALSE,America/New_York,3,43830,1840092761
Napoleon,Napoleon,IN,Indiana,18137,Ripley,39.2043,-85.3279,205,321.4,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47006 47034 47037,1840013885
Glenwood,Glenwood,MO,Missouri,29197,Schuyler,40.5243,-92.5766,205,107.3,shape,FALSE,TRUE,America/Chicago,3,63541,1840012131
Fifty-Six,Fifty-Six,AR,Arkansas,5137,Stone,35.9621,-92.2301,205,38.2,shape,FALSE,TRUE,America/Chicago,4,72533,1840073878
Hortonville,Hortonville,NY,New York,36105,Sullivan,41.7662,-75.0222,205,104.7,shape,FALSE,FALSE,America/New_York,3,12723,1840024108
Mesic,Mesic,NC,North Carolina,37137,Pamlico,35.2034,-76.645,205,76.7,shape,FALSE,TRUE,America/New_York,3,28515,1840016422
Calvary,Calvary,GA,Georgia,13131,Grady,30.7224,-84.3541,205,51.5,shape,FALSE,FALSE,America/New_York,3,39828 39829,1840025988
Oakville,Oakville,IN,Indiana,18035,Delaware,40.0792,-85.3905,205,127.3,point,FALSE,FALSE,America/Indiana/Indianapolis,4,47367 47302,1840055314
Goodville,Goodville,PA,Pennsylvania,42071,Lancaster,40.128,-76.0046,205,66.1,shape,FALSE,FALSE,America/New_York,3,17519 17528,1840024335
Broeck Pointe,Broeck Pointe,KY,Kentucky,21111,Jefferson,38.2955,-85.5857,205,1384.9,shape,FALSE,TRUE,America/Kentucky/Louisville,3,40241,1840030794
Rio,Rio,IL,Illinois,17095,Knox,41.1093,-90.3988,205,119.7,shape,FALSE,TRUE,America/Chicago,3,61472,1840011764
Bon Air,Bon Air,TN,Tennessee,47185,White,35.9359,-85.3644,205,40.2,shape,FALSE,FALSE,America/Chicago,3,38583,1840036115
Allerton,Allerton,IL,Illinois,17183,Vermilion,39.9161,-87.9353,205,116.6,shape,FALSE,TRUE,America/Chicago,3,61810,1840029710
Kennedyville,Kennedyville,MD,Maryland,24029,Kent,39.3032,-75.9949,205,154.9,shape,FALSE,FALSE,America/New_York,3,21645,1840024477
Parral,Parral,OH,Ohio,39157,Tuscarawas,40.5609,-81.495,205,290.9,shape,FALSE,TRUE,America/New_York,3,44622,1840012094
Mackville,Mackville,KY,Kentucky,21229,Washington,37.7355,-85.0701,204,194.6,shape,FALSE,TRUE,America/New_York,3,40040,1840015224
